pl_name,hostname,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,pl_controv_flag,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2
OGLE-2015-BLG-1649L b,OGLE-2015-BLG-1649L,1,1,Microlensing,2019,OGLE,0,,,,,2.07,0.65,-0.77,0,13.2,,,0,1.18,,,0,807,470,-442,0,2.54,1.48,-1.39,0,Mass,,,,,,,,,,,,,0,,,,,,,,,,0.34,0.19,-0.19,0,,,,,,,,,,18h04m49.21s,271.2050417,-32d37m58.90s,-32.6330278,4230,1510,-1640,,,,,,,,,
OGLE-2015-BLG-1670L b,OGLE-2015-BLG-1670L,1,1,Microlensing,2019,OGLE,0,,,,,2.62,0.58,0.6,0,4.42,,,0,0.394,,,0,17.9,9.6,-8.8,0,0.0563,0.03,-0.028,0,Mass,,,,,,,,,,,,,0,,,,,,,,,,0.55,0.28,-0.28,0,,,,,,,,,,17h52m38.11s,268.1587917,-28d33m06.9s,-28.5519167,6700,1000,-1300,,,,20.3,1.3,-1.5,,,
OGLE-2015-BLG-1771L b,OGLE-2015-BLG-1771L,1,1,Microlensing,2020,OGLE,0,,,,,0.85,0.16,-0.16,0,14.3,,,0,1.28,,,0,138,214,-80,0,0.433,0.674,-0.251,0,Mass,,,,,,,,,,,,,0,,,,,,,,,,0.08,0.12,-0.04,0,,,,,,,,,,17h55m11.76s,268.799,-28d51m45.90s,-28.86275,7070,1000,-1090,,,,,,,,,
OGLE-2016-BLG-0263L b,OGLE-2016-BLG-0263L,1,1,Microlensing,2017,OGLE,0,,,,,5.4,1.1,-1.6,0,13,,,0,1.16,,,0,1300,2100,-790,0,4.1,6.5,-2.5,0,Mass,,,,,,,,,,,,,0,,,,,,,,,,0.13,0.21,-0.08,0,,,,,,,,,,17h59m34.9s,269.895416,-31d49m07.0s,-31.8186111,6500,1300,-1900,,,,,,,,,
OGLE-2016-BLG-0613L AB b,OGLE-2016-BLG-0613L AB,2,1,Microlensing,2017,OGLE,0,,,,,6.4,2.51,-2.63,0,13,,,0,1.16,,,0,1330,1010,-772,0,4.18,3.19,-2.43,0,Mass,,,,,,,,,,,,,0,,,,,,,,,,0.72,0.55,-0.42,0,,,,,,,,,,17h57m02.50s,269.260406,-28d06m58.2s,-28.1161671,3410,1340,-1420,,,,,,,,,
OGLE-2016-BLG-1067L b,OGLE-2016-BLG-1067L,1,1,Microlensing,2019,OGLE,0,,,,,1.7,0.38,-0.39,0,14.3,,,0,1.28,,,0,140,67,-54,0,0.43,0.21,-0.17,0,Mass,,,,,,,,,,,,,0,,,,,,,,,,0.3,0.15,-0.12,0,,,,,,,,,,18h12m49.08s,273.2045,-27d00m45.5s,-27.0126389,3730,660,-670,,,,,,,,,
OGLE-2016-BLG-1190L b,OGLE-2016-BLG-1190L,1,1,Microlensing,2017,OGLE,0,1224,1896,-300,0,2.17,1.87,-0.38,0,12.3,,,0,1.1,,,0,4253,280,-260,0,13.38,0.88,-0.82,0,Mass,,,,,,,,,,,,,0,,,,,,,,,,0.88,0.06,-0.05,0,,,,,,,,,,17h58m52.30s,269.717926,-27d36m48.8s,-27.6135559,6770,80,-90,,,,,,,,,
OGLE-2016-BLG-1195L b,OGLE-2016-BLG-1195L,1,1,Microlensing,2017,OGLE,0,,,,,1.16,0.16,-0.13,0,1.11,,,0,0.099,,,0,1.43,0.45,-0.32,0,0.0045,0.0014,-0.001,0,Mass,,,,,,,,,,,,,0,,,,,,,,,,0.08,0.02,-0.01,0,,,,,,,,,,17h55m23.5s,268.847931,-30d12m26.1s,-30.2072506,3910,420,-460,,,,,,,,,
OGLE-2016-BLG-1227L b,OGLE-2016-BLG-1227L,1,1,Microlensing,2020,OGLE,0,,,,,3.4,2.1,-1,0,13.9,,,0,1.24,,,0,250,413,-120,0,0.79,1.3,-0.39,0,Mass,,,,,,,,,,,,,0,,,,,,,,,,0.1,0.17,-0.05,0,,,,,,,,,,17h42m23.31s,265.597125,-33d45m35.2s,-33.7597778,,,,,,,,,,,,
OGLE-2017-BLG-0173L b,OGLE-2017-BLG-0173L,1,1,Microlensing,2018,OGLE,0,,,,,3.913,1.615,-1.649,0,1.62,,,0,0.145,,,0,3.269,3.849,-2.015,0,0.01029,0.01211,-0.00634,0,Mass,,,,,,,,,,,,,0,,,,,,,,,,0.4,0.39,-0.23,0,,,,,,,,,,17h51m52.95s,267.970612,-29d16m16.9s,-29.2713604,4705,1468,-1763,,,,,,,,,
OGLE-2017-BLG-0373L b,OGLE-2017-BLG-0373L,1,1,Microlensing,2018,OGLE,0,,,,,2.424,0.757,-0.783,0,14,,,0,1.25,,,0,127,202,-82,0,0.401,0.637,-0.257,0,Mass,,,,,,,,,,,,,0,,,,,,,,,,0.25,0.27,-0.13,0,,,,,,,,,,17h57m19.06s,269.3294067,-31d57m06.2s,-31.9517231,5915,1123,-1478,,,,,,,,,
OGLE-2017-BLG-0406L b,OGLE-2017-BLG-0406L,1,1,Microlensing,2020,OGLE,0,,,,,3.5,0.3,-0.3,0,14.2,,,0,1.27,,,0,130,20,-20,0,0.41,0.05,-0.05,0,Mass,,,,,,,,,,,,,0,,,,,,,,,,0.56,0.07,-0.07,0,,,,,,,,,,17h55m59.92s,268.999667,-29d51m47.3s,-29.8631389,5200,500,-500,26.1,0.9,-0.9,,,,,,
OGLE-2017-BLG-0482L b,OGLE-2017-BLG-0482L,1,1,Microlensing,2018,OGLE,0,,,,,1.8,0.6,-0.7,0,2.95,,,0,0.263,,,0,9,9,-4.5,0,0.028,0.028,-0.014,0,Mass,,,,,,,,,,,,,0,,,,,,,,,,0.2,0.2,-0.1,0,,,,,,,,,,17h56m11.73s,269.048889,-30d31m42.1s,-30.5283604,5800,1800,-2100,,,,,,,,,
OGLE-2017-BLG-0604L b,OGLE-2017-BLG-0604L,1,1,Microlensing,2020,OGLE,0,,,,,4.06,1.91,-1.34,0,14.2,,,0,1.27,,,0,160,67,-67,0,0.51,0.21,-0.21,0,Mass,,,,,,,,,,,,,0,,,,,,,,,,0.7,0.28,-0.28,0,,,,,,,,,,17h51m34.00s,267.891667,-30d56m47.6s,-30.9465556,3950,1870,-1310,,,,,,,,,
OGLE-2017-BLG-1140L b,OGLE-2017-BLG-1140L,1,1,Microlensing,2018,OGLE,0,,,,,1.02,0.15,-0.15,0,13.5,,,0,1.21,,,0,505,110,-83,0,1.59,0.35,-0.26,0,Mass,,,,,,,,,,,,,0,,,,,,,,,,0.21,0.03,-0.03,0,,,,,,,,,,17h47m31.93s,266.883057,-24d31m21.6s,-24.5226669,,,,,,,,,,,,
OGLE-2017-BLG-1375L b,OGLE-2017-BLG-1375L,1,1,Microlensing,2020,OGLE,0,,,,,3.04,1.16,-0.75,0,12.4,,,0,1.11,,,0,3585,2770,-1070,0,11.28,8.73,-3.38,0,Mass,,,,,,,,,,,,,0,,,,,,,,,,0.81,0.63,-0.24,0,,,,,,,,,,17h56m37.17s,269.154875,-30d18m41.1s,-30.3114167,3930,1490,-910,,,,,,,,,
OGLE-2017-BLG-1434L b,OGLE-2017-BLG-1434L,1,1,Microlensing,2018,OGLE,0,,,,,1.18,0.1,-0.1,0,1.96,,,0,0.175,,,0,4.5,0.5,-0.5,0,0.014,0.002,-0.002,0,Mass,,,,,,,,,,,,,0,,,,,,,,,,0.23,0.03,-0.03,0,,,,,,,,,,17h53m07.29s,268.280365,-30d14m44.6s,-30.2457218,860,90,-90,,,,,,,,,
OGLE-2017-BLG-1522L b,OGLE-2017-BLG-1522L,1,1,Microlensing,2018,OGLE,0,,,,,0.59,0.12,-0.11,0,14,,,0,1.25,,,0,240,400,-130,0,0.75,1.26,-0.4,0,Mass,,,,,,,,,,,,,0,,,,,,,,,,0.04,0.08,-0.02,0,,,,,,,,,,18h01m16.65s,270.319366,-28d27m43.1s,-28.4619713,7490,910,-880,,,,,,,,,
OGLE-2018-BLG-0596L b,OGLE-2018-BLG-0596L,1,1,Microlensing,2019,OGLE,0,,,,,0.97,0.13,-0.13,0,3.81,,,0,0.34,,,0,13.93,1.56,-1.56,0,0.04383,0.00491,-0.00491,0,Mass,,,,,,,,,,,,,0,,,,,,,,,,0.23,0.03,-0.03,0,,,,,,,,,,17h56m13.33s,269.0555417,-29d11m56.7s,-29.1990833,5650,750,-750,,,,,,,,,
OGLE-2018-BLG-0677L b,OGLE-2018-BLG-0677L,1,1,Microlensing,2020,OGLE,0,,,,,0.63,0.2,-0.17,0,1.82,,,0,0.162,,,0,3.96,5.88,-2.66,0,0.0125,0.0185,-0.0084,0,Mass,,,,,,,,,,,,,0,,,,,,,,,,0.12,0.14,-0.08,0,,,,,,,,,,17h55m00.27s,268.751125,-32d00m59.51s,-32.0165306,7580,1150,-1350,,,,,,,,,
OGLE-2018-BLG-0740L b,OGLE-2018-BLG-0740L,1,1,Microlensing,2019,OGLE,0,5480,1200,-1200,0,5,0.3,-0.3,0,12.9,,,0,1.15,,,0,1500,200,-200,0,4.8,0.6,-0.6,0,Mass,0,,,0,,,,,,,,,0,G V,5912,49,-49,0,,,,,1,0.1,-0.1,0,-0.24,0.05,-0.05,0,[Fe/H],4.5,0.1,-0.1,0,18h08m42.47s,272.1769583,-29d50m08.9s,-29.8358056,3200,500,-500,18.21,0.11,-0.11,,,,,,
OGLE-2018-BLG-1011L b,OGLE-2018-BLG-1011L,1,2,Microlensing,2019,OGLE,0,,,,,1.8,2.1,-1.5,0,13.5,,,0,1.2,,,0,570,1100,-350,0,1.8,3.4,-1.1,0,Mass,,,,,,,,,,,,,0,,,,,,,,,,0.18,0.33,-0.1,0,,,,,,,,,,17h56m03.36s,269.014,-29d04m58.4s,-29.0828889,7100,1100,-1500,,,,,,,,,
OGLE-2018-BLG-1011L c,OGLE-2018-BLG-1011L,1,2,Microlensing,2019,OGLE,0,,,,,0.8,0.9,-0.6,0,13.2,,,0,1.18,,,0,890,1600,-540,0,2.8,5.1,-1.7,0,Mass,,,,,,,,,,,,,0,,,,,,,,,,0.18,0.33,-0.1,0,,,,,,,,,,17h56m03.36s,269.014,-29d04m58.4s,-29.0828889,7100,1100,-1500,,,,,,,,,
OGLE-2018-BLG-1269L b,OGLE-2018-BLG-1269L,1,1,Microlensing,2020,OGLE,0,,,,,4.51,1.66,-1.15,0,14.1,,,0,1.25,,,0,210,130,-67,0,0.67,0.41,-0.21,0,Mass,,,,,,,,,,,,,0,,,,,,,,,,1.11,0.68,-0.34,0,,,,,,,,,,17h58m46.42s,269.693417,-27d37m04.6s,-27.6179444,2510,900,-610,,,,,,,,,
OGLE-2018-BLG-1700L b,OGLE-2018-BLG-1700L,2,1,Microlensing,2020,OGLE,0,,,,,2.8,3.2,-2.5,0,12.9,,,0,1.15,,,0,1400,966,-636,0,4.4,3.04,-2,0,Mass,,,,,,,,,,,,,0,,,,,,,,,,0.42,0.29,-0.19,0,,,,,,,,,,17h59m49.45s,269.956042,-28d31m43.10s,-28.5286389,7600,1200,-900,,,,,,,,,
OGLE-TR-10 b,OGLE-TR-10,1,1,Transit,2004,OGLE,0,3.101278,,,0,0.0434,0.0013,-0.0015,0,14.011,1.569,-1.345,0,1.25,0.14,-0.12,0,197.046,44.494,-44.494,0,0.62,0.14,-0.14,0,Mass,0.82,,,1,,,,,1702,54,-54,0,0,G2 V,5950,130,,0,1.17,0.13,,0,1.14,0.12,,0,0.28,0.1,-0.1,0,[Fe/H],4.18,0.05,-0.05,0,17h51m28.26s,267.8677483,-29d52m35.31s,-29.8764758,1344.97,111.665,-111.665,16.006,0.15,-0.15,12.856,,,15.6845,0.00087,-0.00087
OGLE-TR-111 b,OGLE-TR-111,1,1,Transit,2004,OGLE,0,4.0144463,0.000001,-0.000001,0,0.0473,0.0015,-0.0014,0,11.422,0.291,-0.291,0,1.019,0.026,-0.026,0,174.799,31.782,-31.782,0,0.55,0.1,-0.1,0,Mass,0.54,,,1,,,,,1019,20,-20,0,0,K2 V,5040,80,-80,0,0.83,0.02,-0.02,0,0.82,0.02,-0.02,0,0.19,0.07,-0.07,0,,4.54,0.03,-0.03,0,10h53m17.79s,163.324115,-61d24m20.51s,-61.4056976,1068.33,64.795,-64.795,16.707,0.584,-0.584,14.112,0.082,-0.082,16.5277,0.000752,-0.000752
OGLE-TR-113 b,OGLE-TR-113,1,1,Transit,2004,OGLE,0,1.4324752,,,0,0.02289,0.00016,-0.00015,0,12.251,0.314,-0.213,0,1.093,0.028,-0.019,0,400.449,50.851,-50.851,0,1.26,0.16,-0.16,0,Mass,0.15,,,1,,,,,1342,22,-22,0,0,K4 V,4790,75,,0,0.77,0.02,,0,0.78,0.02,,0,0.09,0.08,-0.08,0,,4.55,0.02,-0.02,0,10h52m24.25s,163.1010355,-61d26m48.69s,-61.4468591,566.459,11.489,-11.05,15.8485,0.0464,-0.0464,,,,15.443,0.000776,-0.000776
OGLE-TR-132 b,OGLE-TR-132,1,1,Transit,2004,OGLE,0,1.689868,,,0,0.03035,0.00057,-0.00053,0,13.45,1.68,-1.23,0,1.2,0.15,-0.11,0,375.02,44.49,-41.32,0,1.18,0.14,-0.13,0,Mass,0.6,,,1,,,,,2013,77,-108,0,0,F5 V,6210,75,-75,0,1.32,0.17,-0.12,0,1.3,0.07,-0.07,0,0.37,0.1,-0.1,0,[Fe/H],4.31,0.06,-0.09,0,10h50m34.58s,162.6440933,-61d57m26.09s,-61.9572476,2012.62,231.82,-231.82,16.536,1.133,-1.133,14.99,0.146,-0.146,16.4883,0.000758,-0.000758
OGLE-TR-182 b,OGLE-TR-182,1,1,Transit,2007,OGLE,0,3.9791,0.00001,-0.00001,0,0.051,0.001,-0.001,0,12.666,2.69,-0.897,0,1.13,0.24,-0.08,0,320.995,47.672,-47.672,0,1.01,0.15,-0.15,0,Mass,0,,,0,,,,,1550,81,-81,0,0,,5924,64,,0,1.14,0.23,,0,1.14,0.05,,0,0.37,0.08,-0.08,0,,4.14,0.09,-0.09,0,11h09m18.70s,167.3279228,-61d05m42.94s,-61.0952624,2501.75,399.855,-399.855,16.9195,0.0461,-0.0461,14.737,0.143,-0.143,16.6783,0.000746,-0.000746
OGLE-TR-211 b,OGLE-TR-211,1,1,Transit,2007,OGLE,0,3.67724,0.00003,-0.00003,0,0.051,0.001,-0.001,0,15.244,2.018,-1.009,0,1.36,0.18,-0.09,0,327.351,63.563,-63.563,0,1.03,0.2,-0.2,0,Mass,0,,,0,,,,,1686,90,-55,0,0,,6325,91,,0,1.64,0.21,,0,1.33,0.05,,0,0.11,0.1,-0.1,0,,4.17,0.05,-0.09,0,10h40m14.36s,160.0598236,-62d27m19.93s,-62.4555353,1515.26,109.825,-109.825,15.364,0.195,-0.195,13.379,0.045,-0.045,15.0702,0.000402,-0.000402
OGLE-TR-56 b,OGLE-TR-56,1,1,Transit,2002,OGLE,0,1.2119189,,,0,0.02383,0.00046,-0.00051,0,15.278,0.009,-0.009,0,1.363,0.092,-0.09,0,441.77,57.21,-54.03,0,1.39,0.18,-0.17,0,Mass,0.67,,,1,,,,,2212,61,-63,0,0,F8 V,6050,100,,0,1.74,0.04,-0.04,0,1.17,0.04,-0.04,0,0.25,0.08,-0.08,0,[Fe/H],4.09,0.02,-0.02,0,17h56m35.51s,269.1479583,-29d32m21.2s,-29.5392222,282.8391387,1.8260854,-1.8260854,15.3,,,,,,12.909225,,
OGLE2-TR-L9 b,OGLE2-TR-L9,1,1,Transit,2008,OGLE,0,2.4855335,0.0000007,-0.0000007,0,0.0308,0.0005,-0.0005,0,18.046,0.448,-0.448,0,1.61,0.04,-0.04,0,1430.175,476.725,-476.725,0,4.5,1.5,-1.5,0,Mass,,,,,,,,,2034,22,-22,0,0,,6933,58,,0,1.53,0.04,,0,1.52,0.08,,0,-0.05,0.2,-0.2,0,[Fe/H],4.24,0.02,-0.02,0,11h07m55.17s,166.9798793,-61d08m46.50s,-61.1462496,1627.63,80.28,-73.2,14.718,0.069,-0.069,13.117,0.037,-0.037,14.5637,0.00035,-0.00035
Oph 11 b,Oph 11,1,1,Imaging,2006,Gemini Observatory,0,7300000,3650000,-3650000,0,243,55,-55,0,12.3,,,0,1.1,,,0,4449.62,1906.98,-1589.15,0,14,6,-5,0,Mass,,,,,,,,,2175,175,-175,0,0,M9,2375,175,-175,0,0.23,0.01,-0.01,0,0.02,0,-0.01,0,,,,,,4.25,0.5,-0.5,0,16h22m25.19s,245.604961,-24d05m14.00s,-24.0872219,136.165592,7.5282084,-7.5282084,,,,13.423,0.051,-0.051,18.912,0.002804,-0.002804
PDS 70 b,PDS 70,1,2,Imaging,2018,Paranal Observatory,0,43500,,,0,20,2,-2,0,30.488,2.242,-1.906,0,2.72,0.2,-0.17,0,953.49,317.83,-317.83,0,3,1,-1,0,Mass,0.19,0.15,-0.09,0,,,,,1204,26,-27,0,0,K7,3972,36,-36,0,1.26,0.15,-0.15,0,0.76,0.02,-0.02,0,-0.11,0.01,-0.01,0,[Fe/H],3.68,0.01,-0.01,0,14h08m10.11s,212.0421402,-41d23m52.95s,-41.3980405,113.064,0.523,-0.519,12.032,0.08,-0.08,8.542,0.023,-0.023,11.5848,0.002437,-0.002437
PDS 70 c,PDS 70,1,2,Imaging,2019,European Southern Observatory,0,,,,,34,6,-3,0,22.866,6.837,-5.044,0,2.04,0.61,-0.45,0,635.66,317.83,-317.83,0,2,1,-1,0,Mass,0.11,0.12,-0.06,0,,,,,995,71,-49,0,0,K7,3972,36,-36,0,1.06,0.04,-0.11,0,0.76,0.02,-0.02,0,-0.11,0.01,-0.01,0,[Fe/H],3.68,0.01,-0.01,0,14h08m10.11s,212.0421402,-41d23m52.95s,-41.3980405,113.064,0.523,-0.519,12.032,0.08,-0.08,8.542,0.023,-0.023,11.5848,0.002437,-0.002437
PH1 b,PH1,4,1,Transit,2012,Kepler,0,138.317,0.04,-0.027,0,0.652,0.012,-0.012,0,6.18,0.17,-0.17,0,0.551,0.015,-0.015,0,169,,,1,0.531,,,1,Mass,0.0702,0.0029,-0.0039,0,,,,,481,18,-18,0,0,F,6407,150,-150,0,1.73,0.04,-0.04,0,1.53,0.09,-0.09,0,0.21,0.08,-0.08,0,[Fe/H],4.14,,,0,19h52m51.62s,298.2150641,+39d57m18.31s,39.9550863,1033.16,,,13.841,0.149,-0.149,12.395,0.021,-0.021,13.6988,0.001604,-0.001604
PH2 b,PH2,1,1,Transit,2013,Kepler,0,282.5255,0.001,-0.001,0,0.828,0.009,-0.009,0,10.12,0.56,-0.56,0,0.903,0.05,-0.05,0,25426.4,,,1,80,,,1,Mass,0.41,0.08,-0.29,0,1.21,0.04,-0.04,0,281,7,-7,0,0,,5629,42,-45,0,1,0.05,-0.05,0,0.94,0.02,-0.02,0,-0.078,0.032,-0.028,0,[Fe/H],4.41,0.04,-0.04,0,19h19m03.27s,289.7636212,+51d57m45.66s,51.962683,343.863,3.631,-3.557,12.645,0.046,-0.046,11.116,0.022,-0.022,12.5811,0.000185,-0.000185
POTS-1 b,POTS-1,1,1,Transit,2013,La Silla Observatory,0,3.1606296,0.00000157,-0.00000157,0,0.03734,0.0009,-0.0009,0,10.548,0.404,-0.527,0,0.941,0.036,-0.047,0,734.16,244.72,-244.72,0,2.31,0.77,-0.77,0,Mass,,,,,,,,,,,,,0,K5 V,4400,200,-200,0,0.59,0.02,-0.03,0,0.69,0.05,-0.05,0,-0.03,0.15,-0.15,0,[Fe/H],4.63,0.05,-0.05,0,13h34m26.09s,203.6087259,-66d34m52.19s,-66.5811639,747.959,46.4025,-46.4025,17.9083,0.0474,-0.0474,14.244,0.077,-0.077,17.2604,0.000824,-0.000824
PSR B0329+54 b,PSR B0329+54,1,1,Pulsar Timing,2017,Multiple Facilities,0,10140,11,-11,0,10.26,0.07,-0.07,0,1.22,,,0,0.109,,,0,1.97,0.19,-0.19,0,0.0062,0.0006,-0.0006,0,Msini,0.236,0.011,-0.011,0,,,,,,,,,0,,,,,,,,,,1.44,,,0,,,,,,,,,,03h32m59.35s,53.2472749,+54d34m44.99s,54.5791636,504.9331206,278.1322545,-278.1322545,20.8671,0.146,-0.146,15.556,0.172,-0.172,20.1861,0.007113,-0.007113
PSR B1257+12 b,PSR B1257+12,1,3,Pulsar Timing,1994,Arecibo Observatory,0,25.262,0.003,-0.003,0,0.19,,,0,0.338,,,0,0.03,,,0,0.02,0.002,-0.002,0,0.00006,0.00001,-0.00001,0,Mass,0,,,0,,,,,,,,,0,,,,,,,,,,1.4,,,0,,,,,,,,,,13h00m03.58s,195.0149029,+12d40m56.5s,12.6823534,600,100,-100,,,,,,,,,
PSR B1257+12 c,PSR B1257+12,1,3,Pulsar Timing,1992,Arecibo Observatory,0,66.5419,0.0001,-0.0001,0,0.36,,,0,1.91,,,0,0.17,,,0,4.3,0.2,-0.2,0,0.01353,0.00063,-0.00063,0,Mass,0.0186,0.0002,-0.0002,0,,,,,,,,,0,,,,,,,,,,1.4,,,0,,,,,,,,,,13h00m03.58s,195.0149029,+12d40m56.5s,12.6823534,600,100,-100,,,,,,,,,
PSR B1257+12 d,PSR B1257+12,1,3,Pulsar Timing,1992,Arecibo Observatory,0,98.2114,0.0002,-0.0002,0,0.46,,,0,1.8,,,0,0.161,,,0,3.9,0.2,-0.2,0,0.01227,0.00063,-0.00063,0,Mass,0.0264,0.0009,-0.0009,0,,,,,,,,,0,,,,,,,,,,1.4,,,0,,,,,,,,,,13h00m03.58s,195.0149029,+12d40m56.5s,12.6823534,600,100,-100,,,,,,,,,
PSR B1620-26 b,PSR B1620-26,2,1,Pulsar Timing,2003,Hubble Space Telescope,0,,,,,23,,,0,13.3,,,0,1.18,,,0,794.575,317.83,-317.83,0,2.5,1,-1,0,Mass,,,,,,,,,,,,,0,,,,,,,,,,1.35,,,0,,,,,,,,,,16h23m38.22s,245.9092617,-26d31m53.7s,-26.5315944,,,,,,,,,,,,
PSR J1719-1438 b,PSR J1719-1438,1,1,Pulsar Timing,2011,Parkes Observatory,0,0.09070629,0,0,0,0.0044,,,0,,,,,,,,,382.8,,,-1,1.2,,,-1,Mass,0.06,,,1,,,,,,,,,0,,4500,,,1,0.04,,,0,1.4,,,0,,,,,,,,,,17h19m10.07s,259.7919708,-14d38m01.0s,-14.6336,1200,300,-300,,,,,,,,,
PSR J2322-2650 b,PSR J2322-2650,1,1,Pulsar Timing,2017,Parkes Observatory,0,0.322964,0.00000001,-0.00000001,0,0.0102,,,0,13.9,,,0,1.24,,,0,252.64307,0.06357,-0.06357,0,0.7949,0.0002,-0.0002,0,Msini,0.0017,,,1,,,,,,,,,0,,,,,,,,,,1.4,,,0,,,,,,,,,,23h22m34.64s,350.6443481,-26d50m58.3s,-26.8495331,230,90,-50,,,,,,,,,
Pr0201 b,Pr0201,1,1,Radial Velocity,2012,Fred Lawrence Whipple Observatory,0,4.4264,0.007,-0.007,0,0.06,0,0,0,14.2,,,0,1.27,,,0,171.6282,38.1396,-38.1396,0,0.54,0.12,-0.12,0,Msini,0,,,0,,,,,,,,,0,,6174,50,-50,0,1.15,0.12,-0.12,0,1.24,0.39,-0.39,0,0.19,,,0,[Fe/H],4.41,0.1,-0.1,0,08h41m43.78s,130.4324005,+20d13m36.54s,20.2268164,180.64,2.488,-2.423,10.445,0.008,-0.008,9.142,0.018,-0.018,10.3508,0.000458,-0.000458
Pr0211 b,Pr0211,2,2,Radial Velocity,2012,Fred Lawrence Whipple Observatory,0,2.1461,0.00003,-0.00003,0,0.03176,0.00015,-0.00015,0,13.4,,,0,1.2,,,0,597.5204,9.5349,-9.5349,0,1.88,0.03,-0.03,0,Msini,0.011,0.012,-0.008,0,,,,,,,,,0,,5300,30,-30,0,0.83,0.01,-0.01,0,0.94,0.01,-0.01,0,0.18,0.02,-0.02,0,[Fe/H],4.51,0.05,-0.05,0,08h42m11.46s,130.547744,+19d16m37.05s,19.276957,182.714,1.063,-1.051,12.163,0.08,-0.08,10.173,0.016,-0.016,11.9281,0.00057,-0.00057
Pr0211 c,Pr0211,2,2,Radial Velocity,2016,Roque de los Muchachos Observatory,0,4850,4560,-1750,0,5.5,3,-1.4,0,12.6,,,0,1.12,,,0,2475.8957,104.8839,-104.8839,0,7.79,0.33,-0.33,0,Msini,0.71,0.11,-0.11,0,,,,,,,,,0,,5300,30,-30,0,0.83,0.01,-0.01,0,0.94,0.01,-0.01,0,0.18,0.02,-0.02,0,[Fe/H],4.51,0.05,-0.05,0,08h42m11.46s,130.547744,+19d16m37.05s,19.276957,182.714,1.063,-1.051,12.163,0.08,-0.08,10.173,0.016,-0.016,11.9281,0.00057,-0.00057
Proxima Cen b,Proxima Cen,3,1,Radial Velocity,2016,European Southern Observatory,0,11.186,0.001,-0.002,0,0.0485,0.0041,-0.0051,0,1.08,,,0,0.096,,,0,1.27,0.19,-0.17,0,0.004,0.0006,-0.00053,0,Msini,0.35,,,1,0.65,,,0,234,6,-14,0,0,M5.5 V,3050,100,-100,0,0.14,0.02,-0.02,0,0.12,0.01,-0.01,0,,,,,,5.16,0.04,-0.04,0,14h29m34.43s,217.3934657,-62d40m34.26s,-62.6761821,1.30119,0.00034,-0.00035,11.01,0.1,-0.1,4.384,0.033,-0.033,8.95361,0.000918,-0.000918
Qatar-1 b,Qatar-1,1,1,Transit,2010,Qatar,0,1.4200242,0.00000022,-0.00000022,0,0.02332,0.0004,-0.0004,0,12.812,0.291,-0.28,0,1.143,0.026,-0.025,0,411.27202,16.52716,-15.57367,0,1.294,0.052,-0.049,0,Mass,0,,,0,,,,,1418,28,-27,0,0,,5013,93,-88,0,0.8,0.02,-0.02,0,0.84,0.04,-0.04,0,0.171,0.097,-0.094,0,[Fe/H],4.55,0.01,-0.01,0,20h13m31.65s,303.3818697,+65d09m44.39s,65.1623313,185.615,0.805,-0.797,12.692,0.103,-0.103,10.409,0.017,-0.017,12.4764,0.000433,-0.000433
Qatar-10 b,Qatar-10,1,1,Transit,2019,Qatar,0,1.645321,0.00001,-0.00001,0,0.0286,0.0006,-0.0006,0,17.295,0.448,-0.448,0,1.543,0.04,-0.04,0,233.92288,28.6047,-28.6047,0,0.736,0.09,-0.09,0,Mass,0,,,0,,,,,1955,25,-25,0,0,F7 V,6124,46,-46,0,1.25,0.03,-0.03,0,1.16,0.07,-0.07,0,0.016,0.089,-0.089,0,[Fe/H],4.3,0.03,-0.03,0,18h57m46.54s,284.4439052,+69d34m15.01s,69.5708373,559.068,6.085,-5.957,12.868,0.057,-0.057,11.382,0.017,-0.017,12.6978,0.000224,-0.000224
