pl_name,hostname,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim
Kepler-997 b,Kepler-997,1.55,0.07,-0.08,0,1.18,0.21,-0.13,0
Kepler-997 b,Kepler-997,1.56,0.37,-0.3,0,1.22,0.15,-0.08,0
Kepler-998 b,Kepler-998,0.93,0.39,-0.08,0,1.02,0.14,-0.13,0
Kepler-998 b,Kepler-998,1.23,,,0,1.05,,,0
Kepler-998 b,Kepler-998,0.93,0.39,-0.08,0,1.02,0.14,-0.13,0
Kepler-998 b,Kepler-998,0.93,0.29,-0.08,0,1.02,0.13,-0.13,0
Kepler-998 b,Kepler-998,0.93,0.39,-0.08,0,1.02,0.14,-0.13,0
Kepler-998 b,Kepler-998,1.18,0.09,-0.08,0,,,,
Kepler-998 b,Kepler-998,1.23,,,0,1.05,,,0
Kepler-998 b,Kepler-998,1.23,,,0,1.05,,,0
Kepler-998 b,Kepler-998,1.18,0.31,-0.15,0,1.12,0.1,-0.08,0
Kepler-998 b,Kepler-998,0.93,0.42,-0.42,0,1.03,0.09,-0.09,0
Kepler-999 b,Kepler-999,1.61,0.07,-0.07,0,,,,
Kepler-999 b,Kepler-999,1.66,0.15,-0.15,0,1.15,0.19,-0.13,0
Kepler-999 b,Kepler-999,1.7,0.3,-0.37,0,1.17,0.14,-0.12,0
Kepler-999 b,Kepler-999,1.11,0.18,-0.09,0,1.06,0.06,-0.06,0
Kepler-999 b,Kepler-999,1.11,0.18,-0.09,0,1.06,0.06,-0.06,0
Kepler-999 b,Kepler-999,1.66,0.15,-0.15,0,1.15,0.19,-0.13,0
Kepler-999 b,Kepler-999,1.11,0.18,-0.09,0,1.06,0.06,-0.06,0
Kepler-999 b,Kepler-999,1.66,0.15,-0.15,0,1.15,0.19,-0.13,0
Kepler-999 b,Kepler-999,1.65,0.46,-0.34,0,1.29,0.16,-0.12,0
Kepler-999 b,Kepler-999,1.87,0.55,-0.55,0,1.33,0.14,-0.14,0
L 168-9 b,L 168-9,0.6,0.02,-0.02,0,,,,
L 168-9 b,L 168-9,0.6,0.02,-0.02,0,0.62,0.03,-0.03,0
L 98-59 b,L 98-59,0.31,0.01,-0.01,0,0.31,0.03,-0.03,0
L 98-59 b,L 98-59,0.31,0.01,-0.01,0,0.31,0.01,-0.01,0
L 98-59 b,L 98-59,0.31,0.01,-0.01,0,,,,
L 98-59 c,L 98-59,0.31,0.01,-0.01,0,0.31,0.03,-0.03,0
L 98-59 c,L 98-59,0.31,0.01,-0.01,0,0.31,0.01,-0.01,0
L 98-59 c,L 98-59,0.31,0.01,-0.01,0,,,,
L 98-59 d,L 98-59,0.31,0.01,-0.01,0,0.31,0.03,-0.03,0
L 98-59 d,L 98-59,0.31,0.01,-0.01,0,0.31,0.01,-0.01,0
L 98-59 d,L 98-59,0.31,0.01,-0.01,0,,,,
LHS 1140 b,LHS 1140,0.21,0,0,0,0.18,0.01,-0.01,0
LHS 1140 b,LHS 1140,0.19,0.01,-0.01,0,0.15,0.02,-0.02,0
LHS 1140 c,LHS 1140,0.21,0,0,0,0.18,0.01,-0.01,0
LHS 1815 b,LHS 1815,0.5,0.03,-0.03,0,0.5,0.01,-0.01,0
LHS 1815 b,LHS 1815,0.5,0.01,-0.01,0,,,,
LHS 3844 b,LHS 3844,0.19,0.01,-0.01,0,,,,
LHS 3844 b,LHS 3844,0.19,0.01,-0.01,0,0.15,0.01,-0.01,0
LP 714-47 b,LP 714-47,0.61,0.02,-0.02,0,,,,
LP 714-47 b,LP 714-47,0.58,0.02,-0.02,0,0.59,0.02,-0.02,0
LP 791-18 b,LP 791-18,0.17,0.02,-0.02,0,0.14,0.01,-0.01,0
LP 791-18 b,LP 791-18,0.15,0.03,-0.03,0,,,,
LP 791-18 c,LP 791-18,0.15,0.03,-0.03,0,,,,
LP 791-18 c,LP 791-18,0.17,0.02,-0.02,0,0.14,0.01,-0.01,0
LSPM J2116+0234 b,LSPM J2116+0234,0.43,0.01,-0.01,0,0.43,0.03,-0.03,0
LTT 1445 A b,LTT 1445 A,0.28,0.01,-0.01,0,,,,
LTT 1445 A b,LTT 1445 A,0.28,0.02,-0.02,0,0.26,0.01,-0.01,0
LTT 3780 b,LTT 3780,0.3,0.05,-0.05,0,,,,
LTT 3780 b,LTT 3780,0.37,0.01,-0.01,0,0.4,0.01,-0.01,0
LTT 3780 c,LTT 3780,0.37,0.01,-0.01,0,0.4,0.01,-0.01,0
LTT 3780 c,LTT 3780,0.3,0.05,-0.05,0,,,,
LTT 9779 b,LTT 9779,0.98,,,0,,,,
LTT 9779 b,LTT 9779,0.95,0.01,-0.01,0,0.77,0.29,-0.21,0
LkCa 15 b,LkCa 15,1.61,,,0,,,,
LkCa 15 c,LkCa 15,1.61,,,0,,,,
Lupus-TR-3 b,Lupus-TR-3,0.82,0.05,,0,0.87,0.04,,0
MASCARA-1 b,MASCARA-1,2.1,0.2,-0.2,0,1.72,0.07,-0.07,0
MASCARA-4 b,MASCARA-4,1.92,0.11,-0.11,0,1.75,0.05,-0.05,0
MOA-2007-BLG-192L b,MOA-2007-BLG-192L,,,,,0.06,0.03,-0.02,0
MOA-2007-BLG-400L b,MOA-2007-BLG-400L,,,,,0.3,0.19,-0.12,0
MOA-2007-BLG-400L b,MOA-2007-BLG-400L,,,,,0.3,0.19,-0.12,0
MOA-2008-BLG-310L b,MOA-2008-BLG-310L,,,,,0.21,0.14,-0.14,0
MOA-2008-BLG-310L b,MOA-2008-BLG-310L,,,,,0.67,0.14,-0.14,0
MOA-2008-BLG-310L b,MOA-2008-BLG-310L,,,,,0.21,0.14,-0.14,0
MOA-2008-BLG-310L b,MOA-2008-BLG-310L,,,,,0.67,0.14,-0.14,0
MOA-2008-BLG-379L b,MOA-2008-BLG-379L,,,,,0.56,0.24,-0.27,0
MOA-2008-BLG-379L b,MOA-2008-BLG-379L,,,,,0.56,0.24,-0.27,0
MOA-2009-BLG-266L b,MOA-2009-BLG-266L,,,,,0.56,0.09,-0.09,0
MOA-2009-BLG-266L b,MOA-2009-BLG-266L,,,,,0.56,0.09,-0.09,0
MOA-2009-BLG-319L b,MOA-2009-BLG-319L,,,,,0.38,0.34,-0.18,0
MOA-2009-BLG-319L b,MOA-2009-BLG-319L,,,,,0.52,0.05,-0.05,0
MOA-2009-BLG-387L b,MOA-2009-BLG-387L,,,,,0.19,0.3,-0.12,0
MOA-2009-BLG-387L b,MOA-2009-BLG-387L,,,,,0.19,0.3,-0.12,0
MOA-2010-BLG-073L b,MOA-2010-BLG-073L,,,,,0.16,0.03,-0.03,0
MOA-2010-BLG-117L b,MOA-2010-BLG-117L,,,,,0.58,0.11,-0.11,0
MOA-2010-BLG-117L b,MOA-2010-BLG-117L,,,,,0.58,0.11,-0.11,0
MOA-2010-BLG-328L b,MOA-2010-BLG-328L,,,,,0.64,0.22,-0.34,0
MOA-2010-BLG-328L b,MOA-2010-BLG-328L,,,,,0.12,0.02,-0.02,0
MOA-2010-BLG-328L b,MOA-2010-BLG-328L,,,,,0.11,0.01,-0.01,0
MOA-2010-BLG-353L b,MOA-2010-BLG-353L,,,,,0.16,0.28,-0.09,0
MOA-2010-BLG-353L b,MOA-2010-BLG-353L,,,,,0.18,0.32,-0.11,0
MOA-2010-BLG-477L b,MOA-2010-BLG-477L,,,,,0.67,0.33,-0.13,0
MOA-2010-BLG-477L b,MOA-2010-BLG-477L,,,,,0.67,0.33,-0.13,0
MOA-2011-BLG-028L b,MOA-2011-BLG-028L,,,,,0.75,0.35,-0.3,0
MOA-2011-BLG-028L b,MOA-2011-BLG-028L,,,,,0.75,0.35,-0.3,0
MOA-2011-BLG-262L b,MOA-2011-BLG-262L,,,,,0.11,0.21,-0.06,0
MOA-2011-BLG-262L b,MOA-2011-BLG-262L,,,,,,,,
MOA-2011-BLG-262L b,MOA-2011-BLG-262L,,,,,,,,
MOA-2011-BLG-262L b,MOA-2011-BLG-262L,,,,,0,,,0
MOA-2011-BLG-291L b,MOA-2011-BLG-291L,,,,,0.13,0.25,-0.08,0
MOA-2011-BLG-291L b,MOA-2011-BLG-291L,,,,,0.22,0.32,-0.13,0
MOA-2011-BLG-291L b,MOA-2011-BLG-291L,,,,,0.15,0.27,-0.1,0
MOA-2011-BLG-291L b,MOA-2011-BLG-291L,,,,,0.15,0.3,-0.09,0
MOA-2011-BLG-291L b,MOA-2011-BLG-291L,,,,,0.11,0.28,-0.06,0
MOA-2011-BLG-293L b,MOA-2011-BLG-293L,,,,,0.43,0.27,-0.17,0
MOA-2011-BLG-293L b,MOA-2011-BLG-293L,,,,,0.86,0.06,-0.06,0
MOA-2011-BLG-293L b,MOA-2011-BLG-293L,,,,,0.43,0.27,-0.17,0
MOA-2011-BLG-293L b,MOA-2011-BLG-293L,,,,,0.43,0.27,-0.17,0
MOA-2011-BLG-293L b,MOA-2011-BLG-293L,,,,,0.43,0.27,-0.17,0
MOA-2011-BLG-322L b,MOA-2011-BLG-322L,,,,,0.39,0.45,-0.19,0
MOA-2012-BLG-006L b,MOA-2012-BLG-006L,,,,,0.49,0.27,-0.23,0
MOA-2012-BLG-505L b,MOA-2012-BLG-505L,,,,,0.1,0.16,-0.05,0
MOA-2012-BLG-505L b,MOA-2012-BLG-505L,,,,,0.1,0.16,-0.05,0
MOA-2013-BLG-220L b,MOA-2013-BLG-220L,,,,,0.88,0.05,-0.05,0
MOA-2013-BLG-220L b,MOA-2013-BLG-220L,,,,,0.77,,,1
MOA-2013-BLG-605L b,MOA-2013-BLG-605L,,,,,0.07,0.01,-0.01,0
MOA-2013-BLG-605L b,MOA-2013-BLG-605L,,,,,0.06,0.01,-0.01,0
MOA-2013-BLG-605L b,MOA-2013-BLG-605L,,,,,0.02,0,0,0
MOA-2013-BLG-605L b,MOA-2013-BLG-605L,,,,,0.2,0.01,-0.07,0
MOA-2013-BLG-605L b,MOA-2013-BLG-605L,,,,,0.18,0.05,-0.03,0
MOA-2013-BLG-605L b,MOA-2013-BLG-605L,,,,,0.03,0,0,0
MOA-2015-BLG-337L b,MOA-2015-BLG-337L,,,,,0.07,0.12,-0.04,0
MOA-2015-BLG-337L b,MOA-2015-BLG-337L,,,,,0.01,0.04,-0.01,0
MOA-2015-BLG-337L b,MOA-2015-BLG-337L,,,,,0.01,0.04,-0.01,0
MOA-2015-BLG-337L b,MOA-2015-BLG-337L,,,,,0.07,0.12,-0.04,0
MOA-2016-BLG-227L b,MOA-2016-BLG-227L,,,,,0.42,0.17,-0.2,0
MOA-2016-BLG-227L b,MOA-2016-BLG-227L,,,,,0.5,0.13,-0.18,0
MOA-2016-BLG-227L b,MOA-2016-BLG-227L,,,,,0.29,0.23,-0.15,0
MOA-2016-BLG-227L b,MOA-2016-BLG-227L,,,,,0.54,0.1,-0.15,0
MOA-2016-BLG-319L b,MOA-2016-BLG-319L,,,,,0.15,0.28,-0.08,0
MOA-2016-BLG-319L b,MOA-2016-BLG-319L,,,,,0.15,0.28,-0.08,0
MOA-bin-1L b,MOA-bin-1L,,,,,0.75,0.33,-0.41,0
MOA-bin-29 b,MOA-bin-29,,,,,0.05,0.08,-0.03,0
MOA-bin-29 b,MOA-bin-29,,,,,0.06,0.11,-0.04,0
MOA-bin-29 b,MOA-bin-29,,,,,0.07,0.11,-0.04,0
MOA-bin-29 b,MOA-bin-29,,,,,0.1,0.16,-0.06,0
MOA-bin-29 b,MOA-bin-29,,,,,0.02,0.06,-0.01,0
MOA-bin-29 b,MOA-bin-29,,,,,0.03,0.07,-0.02,0
MXB 1658-298 b,MXB 1658-298,,,,,,,,
NGC 2682 Sand 364 b,NGC 2682 Sand 364,39.59,35.82,-35.82,0,9.06,16.45,-16.45,0
NGC 2682 Sand 364 b,NGC 2682 Sand 364,,,,,1.35,0.05,-0.05,0
NGC 2682 Sand 364 b,NGC 2682 Sand 364,21.8,0.7,-0.7,0,1.35,0.05,-0.05,0
NGC 2682 Sand 978 b,NGC 2682 Sand 978,,,,,1.37,0.02,-0.02,0
NGC 2682 YBP 1194 b,NGC 2682 YBP 1194,,,,,1.01,0.02,-0.02,0
NGC 2682 YBP 1194 b,NGC 2682 YBP 1194,0.99,0.02,-0.02,0,1.01,0.02,-0.02,0
NGC 2682 YBP 1194 b,NGC 2682 YBP 1194,,,,,1.01,0.02,-0.02,0
NGC 2682 YBP 1514 b,NGC 2682 YBP 1514,0.89,0.02,-0.02,0,0.96,0.01,-0.01,0
NGC 2682 YBP 1514 b,NGC 2682 YBP 1514,,,,,0.96,0.01,-0.01,0
NGC 2682 YBP 1514 b,NGC 2682 YBP 1514,,,,,0.96,0.01,-0.01,0
NGC 2682 YBP 401 b,NGC 2682 YBP 401,,,,,1.14,0.02,-0.02,0
NGC 2682 YBP 401 b,NGC 2682 YBP 401,,,,,1.14,0.02,-0.02,0
NGTS-1 b,NGTS-1,0.57,0.08,-0.08,0,0.62,0.02,-0.06,0
NGTS-10 b,NGTS-10,0.7,0.04,-0.04,0,0.7,0.04,-0.04,0
NGTS-11 b,NGTS-11,0.83,0.01,-0.01,0,0.86,0.03,-0.03,0
NGTS-11 b,NGTS-11,0.83,0.05,-0.05,0,,,,
NGTS-12 b,NGTS-12,1.59,0.04,-0.04,0,1.02,0.06,-0.05,0
NGTS-13 b,NGTS-13,1.79,0.06,-0.06,0,1.3,0.11,-0.18,0
NGTS-14 A b,NGTS-14 A,0.84,0.01,-0.01,0,0.9,0.04,-0.04,0
NGTS-2 b,NGTS-2,1.7,0.05,-0.04,0,1.64,0.19,-0.22,0
NGTS-3 A b,NGTS-3 A,0.93,0.23,-0.23,0,1.02,0.09,-0.09,0
NGTS-4 b,NGTS-4,0.84,0.01,-0.01,0,0.75,0.02,-0.02,0
NGTS-5 b,NGTS-5,0.74,0.01,-0.01,0,0.66,0.07,-0.06,0
NGTS-6 b,NGTS-6,0.75,0.01,-0.01,0,0.77,0.03,-0.03,0
NGTS-8 b,NGTS-8,0.98,0.02,-0.02,0,0.89,0.05,-0.04,0
NGTS-9 b,NGTS-9,1.38,0.04,-0.04,0,1.34,0.05,-0.05,0
NN Ser c,NN Ser,,,,,,,,
NN Ser c,NN Ser,,,,,0.54,,,0
NN Ser d,NN Ser,,,,,,,,
NN Ser d,NN Ser,,,,,0.54,,,0
NSVS 14256825 b,NSVS 14256825,0.19,0.01,-0.01,0,0.42,0.07,-0.07,0
NY Vir b,NY Vir,0.15,0,0,0,0.46,0.01,-0.01,0
NY Vir b,NY Vir,0.15,0,0,0,0.46,0.01,-0.01,0
NY Vir b,NY Vir,0.15,0,0,0,0.46,0.01,-0.01,0
NY Vir c,NY Vir,0.15,0,0,0,0.46,0.01,-0.01,0
OGLE-2003-BLG-235L b,OGLE-2003-BLG-235L,,,,,0.36,0.03,-0.28,0
OGLE-2003-BLG-235L b,OGLE-2003-BLG-235L,,,,,0.63,0.07,-0.09,0
OGLE-2005-BLG-071L b,OGLE-2005-BLG-071L,,,,,0.46,0.04,-0.04,0
OGLE-2005-BLG-071L b,OGLE-2005-BLG-071L,,,,,0.29,0.21,-0.21,0
OGLE-2005-BLG-071L b,OGLE-2005-BLG-071L,,,,,,,,
OGLE-2005-BLG-071L b,OGLE-2005-BLG-071L,,,,,0.46,0.04,-0.04,0
OGLE-2005-BLG-071L b,OGLE-2005-BLG-071L,,,,,0.46,0.04,-0.04,0
OGLE-2005-BLG-071L b,OGLE-2005-BLG-071L,,,,,0.46,0.04,-0.04,0
OGLE-2005-BLG-169L b,OGLE-2005-BLG-169L,,,,,0.69,0.02,-0.02,0
OGLE-2005-BLG-169L b,OGLE-2005-BLG-169L,,,,,0.65,0.05,-0.05,0
OGLE-2005-BLG-169L b,OGLE-2005-BLG-169L,,,,,0.49,0.23,-0.29,0
OGLE-2005-BLG-390L b,OGLE-2005-BLG-390L,,,,,0.22,0.21,-0.11,0
OGLE-2006-BLG-109L b,OGLE-2006-BLG-109L,,,,,0.51,0.05,-0.04,0
OGLE-2006-BLG-109L b,OGLE-2006-BLG-109L,,,,,0.5,0.05,-0.05,0
OGLE-2006-BLG-109L c,OGLE-2006-BLG-109L,,,,,0.51,0.05,-0.04,0
OGLE-2006-BLG-109L c,OGLE-2006-BLG-109L,,,,,0.5,0.05,-0.05,0
OGLE-2007-BLG-349L AB c,OGLE-2007-BLG-349L A,,,,,0.41,0.07,-0.07,0
OGLE-2007-BLG-368L b,OGLE-2007-BLG-368L,,,,,0.64,0.21,-0.26,0
OGLE-2008-BLG-092L b,OGLE-2008-BLG-092L,,,,,0.71,,,0
OGLE-2008-BLG-355L b,OGLE-2008-BLG-355L,,,,,0.37,0.3,-0.17,0
OGLE-2011-BLG-0173L b,OGLE-2011-BLG-0173L,,,,,0.42,0.29,-0.22,0
OGLE-2011-BLG-0173L b,OGLE-2011-BLG-0173L,,,,,0.43,0.28,-0.21,0
OGLE-2011-BLG-0173L b,OGLE-2011-BLG-0173L,,,,,0.4,0.3,-0.21,0
OGLE-2011-BLG-0173L b,OGLE-2011-BLG-0173L,,,,,0.43,0.28,-0.21,0
OGLE-2011-BLG-0173L b,OGLE-2011-BLG-0173L,,,,,0.41,0.3,-0.21,0
OGLE-2011-BLG-0251L b,OGLE-2011-BLG-0251L,,,,,0.26,0.11,-0.11,0
OGLE-2011-BLG-0251L b,OGLE-2011-BLG-0251L,,,,,0.26,0.1,-0.1,0
OGLE-2011-BLG-0265L b,OGLE-2011-BLG-0265L,,,,,0.14,0.06,-0.03,0
OGLE-2011-BLG-0265L b,OGLE-2011-BLG-0265L,,,,,0.21,0.07,-0.04,0
OGLE-2012-BLG-0026L b,OGLE-2012-BLG-0026L,,,,,1.06,0.05,-0.05,0
OGLE-2012-BLG-0026L b,OGLE-2012-BLG-0026L,,,,,0.82,0.13,-0.13,0
OGLE-2012-BLG-0026L c,OGLE-2012-BLG-0026L,,,,,0.82,0.13,-0.13,0
OGLE-2012-BLG-0026L c,OGLE-2012-BLG-0026L,,,,,1.06,0.05,-0.05,0
OGLE-2012-BLG-0358L b,OGLE-2012-BLG-0358L,,,,,0.02,0,0,0
OGLE-2012-BLG-0358L b,OGLE-2012-BLG-0358L,,,,,0.02,0,0,0
OGLE-2012-BLG-0358L b,OGLE-2012-BLG-0358L,,,,,0.02,0,0,0
OGLE-2012-BLG-0406L b,OGLE-2012-BLG-0406L,,,,,0.59,0.17,-0.17,0
OGLE-2012-BLG-0406L b,OGLE-2012-BLG-0406L,,,,,,,,
OGLE-2012-BLG-0406L b,OGLE-2012-BLG-0406L,,,,,0.48,0.2,-0.2,0
OGLE-2012-BLG-0406L b,OGLE-2012-BLG-0406L,,,,,0.44,0.07,-0.07,0
OGLE-2012-BLG-0563L b,OGLE-2012-BLG-0563L,,,,,0.34,0.12,-0.2,0
OGLE-2012-BLG-0563L b,OGLE-2012-BLG-0563L,,,,,0.34,0.12,-0.2,0
OGLE-2012-BLG-0724L b,OGLE-2012-BLG-0724L,,,,,0.29,0.33,-0.16,0
OGLE-2012-BLG-0724L b,OGLE-2012-BLG-0724L,,,,,0.29,0.33,-0.16,0
OGLE-2012-BLG-0838L b,OGLE-2012-BLG-0838L,,,,,0.4,0.29,-0.2,0
OGLE-2012-BLG-0950L b,OGLE-2012-BLG-0950L,,,,,0.63,0.04,-0.11,0
OGLE-2012-BLG-0950L b,OGLE-2012-BLG-0950L,,,,,0.47,0.08,-0.07,0
OGLE-2012-BLG-0950L b,OGLE-2012-BLG-0950L,,,,,0.63,0.05,-0.1,0
OGLE-2012-BLG-0950L b,OGLE-2012-BLG-0950L,,,,,0.38,0.04,-0.08,0
OGLE-2012-BLG-0950L b,OGLE-2012-BLG-0950L,,,,,0.55,0.04,-0.09,0
OGLE-2012-BLG-0950L b,OGLE-2012-BLG-0950L,,,,,0.54,0.09,-0.07,0
OGLE-2012-BLG-0950L b,OGLE-2012-BLG-0950L,,,,,0.38,0.03,-0.08,0
OGLE-2012-BLG-0950L b,OGLE-2012-BLG-0950L,,,,,0.33,0.05,-0.08,0
OGLE-2012-BLG-0950L b,OGLE-2012-BLG-0950L,,,,,0.5,0.05,-0.09,0
OGLE-2012-BLG-0950L b,OGLE-2012-BLG-0950L,,,,,0.31,0.07,-0.05,0
OGLE-2012-BLG-0950L b,OGLE-2012-BLG-0950L,,,,,0.55,0.03,-0.09,0
OGLE-2012-BLG-0950L b,OGLE-2012-BLG-0950L,,,,,0.57,0.06,-0.1,0
OGLE-2013-BLG-0102L b,OGLE-2013-BLG-0102L,,,,,0.09,0.01,-0.01,0
OGLE-2013-BLG-0102L b,OGLE-2013-BLG-0102L,,,,,0.1,0.01,-0.01,0
OGLE-2013-BLG-0132L b,OGLE-2013-BLG-0132L,,,,,0.54,0.3,-0.23,0
OGLE-2013-BLG-0341L B b,OGLE-2013-BLG-0341L B,,,,,0.15,0.01,-0.01,0
OGLE-2013-BLG-0341L B b,OGLE-2013-BLG-0341L B,,,,,0.11,0.01,-0.01,0
OGLE-2013-BLG-0341L B b,OGLE-2013-BLG-0341L B,,,,,,,,
OGLE-2013-BLG-0341L B b,OGLE-2013-BLG-0341L B,,,,,,,,
OGLE-2013-BLG-0911L b,OGLE-2013-BLG-0911L,,,,,,,,
OGLE-2013-BLG-0911L b,OGLE-2013-BLG-0911L,,,,,0.29,0.07,-0.05,0
OGLE-2013-BLG-0911L b,OGLE-2013-BLG-0911L,,,,,,,,
OGLE-2013-BLG-0911L b,OGLE-2013-BLG-0911L,,,,,,,,
OGLE-2013-BLG-0911L b,OGLE-2013-BLG-0911L,,,,,0.28,0.1,-0.08,0
OGLE-2013-BLG-0911L b,OGLE-2013-BLG-0911L,,,,,,,,
OGLE-2013-BLG-1721L b,OGLE-2013-BLG-1721L,,,,,0.46,0.26,-0.23,0
OGLE-2013-BLG-1761L b,OGLE-2013-BLG-1761L,,,,,0.33,0.32,-0.19,0
OGLE-2013-BLG-1761L b,OGLE-2013-BLG-1761L,,,,,0.33,0.32,-0.19,0
OGLE-2014-BLG-0124L b,OGLE-2014-BLG-0124L,,,,,0.71,0.22,-0.22,0
OGLE-2014-BLG-0124L b,OGLE-2014-BLG-0124L,,,,,0.65,0.22,-0.22,0
OGLE-2014-BLG-0676L b,OGLE-2014-BLG-0676L,,,,,0.62,0.2,-0.22,0
OGLE-2014-BLG-0676L b,OGLE-2014-BLG-0676L,,,,,,,,
OGLE-2014-BLG-1722L b,OGLE-2014-BLG-1722L,,,,,0.4,0.36,-0.24,0
OGLE-2014-BLG-1722L b,OGLE-2014-BLG-1722L,,,,,0.39,0.36,-0.24,0
OGLE-2014-BLG-1722L b,OGLE-2014-BLG-1722L,,,,,0.39,0.36,-0.24,0
OGLE-2014-BLG-1722L c,OGLE-2014-BLG-1722L,,,,,0.4,0.36,-0.24,0
OGLE-2014-BLG-1722L c,OGLE-2014-BLG-1722L,,,,,0.39,0.36,-0.24,0
OGLE-2014-BLG-1760L b,OGLE-2014-BLG-1760L,,,,,0.51,0.44,-0.28,0
OGLE-2015-BLG-0051L b,OGLE-2015-BLG-0051L,,,,,0.1,0.09,-0.01,0
OGLE-2015-BLG-0954L b,OGLE-2015-BLG-0954L,,,,,0.3,0.34,-0.14,0
OGLE-2015-BLG-0954L b,OGLE-2015-BLG-0954L,,,,,0.33,0.12,-0.12,0
OGLE-2015-BLG-0954L b,OGLE-2015-BLG-0954L,,,,,0.33,0.12,-0.12,0
OGLE-2015-BLG-0954L b,OGLE-2015-BLG-0954L,,,,,0.3,0.34,-0.14,0
OGLE-2015-BLG-0966L b,OGLE-2015-BLG-0966L,,,,,0.38,0.04,-0.04,0
OGLE-2015-BLG-0966L b,OGLE-2015-BLG-0966L,,,,,0.38,0.04,-0.04,0
OGLE-2015-BLG-0966L b,OGLE-2015-BLG-0966L,,,,,0.38,0.04,-0.04,0
OGLE-2015-BLG-0966L b,OGLE-2015-BLG-0966L,,,,,0.38,0.04,-0.04,0
OGLE-2015-BLG-0966L b,OGLE-2015-BLG-0966L,,,,,0.38,0.04,-0.04,0
OGLE-2015-BLG-0966L b,OGLE-2015-BLG-0966L,,,,,0.38,0.04,-0.04,0
OGLE-2015-BLG-0966L b,OGLE-2015-BLG-0966L,,,,,0.38,0.04,-0.04,0
OGLE-2015-BLG-0966L b,OGLE-2015-BLG-0966L,,,,,0.38,0.04,-0.04,0
OGLE-2015-BLG-0966L b,OGLE-2015-BLG-0966L,,,,,0.38,0.04,-0.04,0
OGLE-2015-BLG-0966L b,OGLE-2015-BLG-0966L,,,,,0.38,0.04,-0.04,0
OGLE-2015-BLG-0966L b,OGLE-2015-BLG-0966L,,,,,0.38,0.04,-0.04,0
OGLE-2015-BLG-0966L b,OGLE-2015-BLG-0966L,,,,,0.38,0.04,-0.04,0
OGLE-2015-BLG-0966L b,OGLE-2015-BLG-0966L,,,,,0.38,0.04,-0.04,0
OGLE-2015-BLG-0966L b,OGLE-2015-BLG-0966L,,,,,0.38,0.04,-0.04,0
OGLE-2015-BLG-0966L b,OGLE-2015-BLG-0966L,,,,,0.38,0.04,-0.04,0
OGLE-2015-BLG-0966L b,OGLE-2015-BLG-0966L,,,,,0.38,0.04,-0.04,0
OGLE-2015-BLG-1649L b,OGLE-2015-BLG-1649L,,,,,0.34,0.19,-0.19,0
OGLE-2015-BLG-1670L b,OGLE-2015-BLG-1670L,,,,,,,,
OGLE-2015-BLG-1670L b,OGLE-2015-BLG-1670L,,,,,0.55,0.28,-0.28,0
OGLE-2015-BLG-1670L b,OGLE-2015-BLG-1670L,,,,,,,,
OGLE-2015-BLG-1771L b,OGLE-2015-BLG-1771L,,,,,0.05,0.09,-0.03,0
OGLE-2015-BLG-1771L b,OGLE-2015-BLG-1771L,,,,,0.06,0.09,-0.03,0
OGLE-2015-BLG-1771L b,OGLE-2015-BLG-1771L,,,,,0.09,0.13,-0.05,0
OGLE-2015-BLG-1771L b,OGLE-2015-BLG-1771L,,,,,0.08,0.12,-0.04,0
OGLE-2015-BLG-1771L b,OGLE-2015-BLG-1771L,,,,,0.08,0.12,-0.04,0
OGLE-2015-BLG-1771L b,OGLE-2015-BLG-1771L,,,,,0.09,0.13,-0.05,0
OGLE-2016-BLG-0263L b,OGLE-2016-BLG-0263L,,,,,0.13,0.21,-0.08,0
OGLE-2016-BLG-0263L b,OGLE-2016-BLG-0263L,,,,,0.13,0.21,-0.08,0
OGLE-2016-BLG-0613L AB b,OGLE-2016-BLG-0613L AB,,,,,0.66,0.58,-0.38,0
OGLE-2016-BLG-0613L AB b,OGLE-2016-BLG-0613L AB,,,,,0.63,0.72,-0.41,0
OGLE-2016-BLG-0613L AB b,OGLE-2016-BLG-0613L AB,,,,,0.8,0.65,-0.43,0
OGLE-2016-BLG-0613L AB b,OGLE-2016-BLG-0613L AB,,,,,0.65,0.5,-0.37,0
OGLE-2016-BLG-0613L AB b,OGLE-2016-BLG-0613L AB,,,,,0.72,0.55,-0.42,0
OGLE-2016-BLG-0613L AB b,OGLE-2016-BLG-0613L AB,,,,,0.81,0.64,-0.44,0
OGLE-2016-BLG-1067L b,OGLE-2016-BLG-1067L,,,,,0.28,0.14,-0.1,0
OGLE-2016-BLG-1067L b,OGLE-2016-BLG-1067L,,,,,0.31,0.16,-0.13,0
OGLE-2016-BLG-1067L b,OGLE-2016-BLG-1067L,,,,,0.3,0.15,-0.12,0
OGLE-2016-BLG-1190L b,OGLE-2016-BLG-1190L,,,,,0.89,0.07,-0.06,0
OGLE-2016-BLG-1190L b,OGLE-2016-BLG-1190L,,,,,0.88,0.06,-0.05,0
OGLE-2016-BLG-1195L b,OGLE-2016-BLG-1195L,,,,,0.08,0.02,-0.01,0
OGLE-2016-BLG-1195L b,OGLE-2016-BLG-1195L,,,,,0.08,0.02,-0.01,0
OGLE-2016-BLG-1195L b,OGLE-2016-BLG-1195L,,,,,0.08,0.02,-0.01,0
